"geo","time","pop","gdp_pc","gini","u5mr"
"ury",1879,,5096.592613,49.3,405.96
"ukr",1879,,1143.856154,44,360.97
"can",1879,,2936.358082,42.6,277.03
"dza",1879,,1393.466337,39.6,460.21
"kir",1879,,590.6950408,,339.3660314
"bol",1879,,1496.706339,36.9,404.69
"tun",1879,,952.5675029,42.8,460.21
"mne",1879,,1710.716544,41,375.2
"svk",1879,,2221.713697,48.9,363.32
"mmr",1879,,934.6405475,40.2,433.13
"gnb",1879,,817.5726945,49.8,417.44
"idn",1879,,1091.513561,39,443.79
"gtm",1879,,1388.990357,35.3,503.36
"lso",1879,,410.9307257,52.1,407.24
"rus",1879,,2144.010466,50,409.33
"wsm",1879,,1715.352958,,330.794238
"uga",1879,,618.4217544,41,510.9
"blr",1879,,865.6122107,50,365.67
"gbr",1879,,6176.291582,43.7,228.19
"hkg",1879,,1289.998903,,
"isr",1879,,934.4880658,44.9,447.2335256
"dji",1879,,965.4971438,45.6,445.15
"jpn",1879,,1352.217084,46.6,356.28
"sen",1879,,662.8589553,42.9,512.4
"jor",1879,,1288.764546,43.7,421.34
"fra",1879,,3353.702445,53.5,235.4
"ago",1879,,873.6762745,32.1,485.68
"brn",1879,,1852.233585,,454.69
"esp",1879,,2316.562243,32.6,310.63
"tha",1879,,1127.086312,35.5,438.46
"hun",1879,,2118.883867,42.8,393.5139156
"bhs",1879,,2156.485025,,237.4055696
"nic",1879,,1825.858813,44.3,509.39
"pri",1879,,1899.125611,,
"zwe",1879,,955.6908919,34.6,395.95
"mys",1879,,1156.165453,40.9,435.79
"pse",1879,,1262.855082,43.4,434.4493278
"atg",1879,,1129.335186,,249.3742476
"hti",1879,,1157.803835,44.4,485.5624082
"pol",1879,,1819.799108,26.1,369.21
"isl",1879,,1920.101099,,230.35
"grl",1879,,739.719075,,
"chl",1879,,2352.728968,68,417.44
"twn",1879,,1040.362509,,
"vnm",1879,,901.4037551,40.4,417.44
"kgz",1879,,854.8837304,42.2,377.0048149
"grc",1879,,2241.791012,42.6,358.63
"fin",1879,,1945.640125,44,240.93
"khm",1879,,988.6836571,45.2,379.99
"ven",1879,,1105.851954,44.1,414.89
"afg",1879,,738.5064753,43.7,479.96
"com",1879,,754.1773494,45.9,416.16
"ton",1879,,811.6714389,,239.6440903
"lux",1879,,2926.249696,38.7,357.45
"brb",1879,,1363.180226,,620.2710847
"mng",1879,,655.9314801,46.6,420.04
"rwa",1879,,476.418036,54.3,420.04
"qat",1879,,1623.922822,43.2,433.13
"kaz",1879,,1708.839271,43.3,515.42
"cod",1879,,671.5669894,42.1,422.65
"gmb",1879,,852.9090041,46.7,460.21
"aut",1879,,3898.29096,36.5,389.96
"png",1879,,669.2194505,41.1,423.95
"and",1879,,2493.078273,,
"cog",1879,,718.6612694,43.5,408.51
"mli",1879,,616.4890736,47.2,494.48
"mar",1879,,794.6603881,42.8,403.44
"sau",1879,,932.5011996,46.2,416.16
"kwt",1879,,1623.922822,43.2,500.35
"mkd",1879,,1116.321355,31.6,384.9739078
"mwi",1879,,354.0438399,43.8,439.79
"vut",1879,,717.2138552,,273.6503619
"cmr",1879,,834.8268921,36.7,460.21
"prt",1879,,1771.201227,46.1,372.81
"bih",1879,,893.613951,43.5,378.8
"prk",1879,,534.1900082,49.3,500.35
"lbr",1879,,936.2928931,45.3,429.16
"ita",1879,,2776.288815,48.8,373.24
"fji",1879,,961.5945056,46.3,498.88
"mac",1879,,1215.680222,,
"tuv",1879,,880.2737128,,
"ecu",1879,,773.8116593,46.1,405.96
"ssd",1879,,676.3568742,33.78,490.08
"srb",1879,,2196.671257,31.6,355.3194137
