"geo","time","pop","gdp_pc","gini","u5mr"
"plw",1866,,983.3939046,,
"slb",1866,,428.059394,49.2,504.87
"syc",1866,,1028.062093,,249.0546021
"bhr",1866,,1836.050313,42.7,439.79
"lca",1866,,1020.045273,,305.1858734
"tur",1866,,1563.374724,54.2,379.99
"lbn",1866,,1505.606485,48.4,447.88
"tls",1866,,593.515227,44,454.8663929
"bel",1866,,4635.329241,52.8,319.82
"pan",1866,,1426.708207,47.2,405.96
"ner",1866,,558.5988477,43.3,433.13
"are",1866,,1276.701479,43.8,434.46
"ind",1866,,1057.292874,33,509.39
"bgd",1866,,880.4278415,48.5,507.88
"omn",1866,,1111.510002,44.8,413.61
"guy",1866,,1659.80725,38.2,429.16
"cym",1866,,1420.554585,,
"usa",1866,,3884.344038,55.2,320.192
"swe",1866,,2008.503368,57.5,221.75
"mus",1866,,1177.181266,42.9,295.0609307
"sle",1866,,919.0671632,49.7,513.91
"mlt",1866,,1194.661069,,188.0013019
"cyp",1866,,1474.239583,39.1,339.12
"caf",1866,,531.0950983,47.8,443.79
"lka",1866,,1293.10102,44.9,409.79
"lva",1866,,1035.057926,48.9,379.99
"lao",1866,,967.451076,38.4,418.74
"est",1866,,1292.480644,48.9,349.37
"nld",1866,,5116.28355,54.9,331.39
"mhl",1866,,561.2052015,,
"gin",1866,,496.03266,32.7,441.12
"gab",1866,,394.1155139,45.9,435.79
"bmu",1866,,1677.995266,,
"pak",1866,,1025.89774,43,501.85
"nam",1866,,1076.29802,52.6,412.34
"dma",1866,,906.5335208,,
"phl",1866,,1032.433364,48.6,431.79
"pry",1866,,1489.035441,46.2,374
"bwa",1866,,497.4398519,35.6,397.2
"alb",1866,,743.2208005,41.2,375.2
"ltu",1866,,1750.526381,48.9,458.81
"arm",1866,,615.0077509,53.5,340.5004019
"aus",1866,,4714.669364,43.9,236.9434203
"irn",1866,,1069.036626,52.1,506.38
"nzl",1866,,4502.557582,38.2,149.27
"eri",1866,,599.9491353,47.8,441.12
"fsm",1866,,539.4870281,,291.3818734
"tgo",1866,,854.6500179,43.4,426.55
"sgp",1866,,1134.596501,42.1,392.21
"cpv",1866,,645.5759677,48.7,394.71
"tcd",1866,,523.6336177,48.6,431.79
"smr",1866,,1726.849905,,
"deu",1866,,2713.406746,44.7,488.82
"mdg",1866,,717.2899172,41,437.13
"nru",1866,,693.3206148,,
"vct",1866,,1145.651847,,318.2229923
"cub",1866,,1857.865737,40.4,408.51
"bfa",1866,,506.553211,37.5,454.69
"arg",1866,,2902.236674,27,402.19
"irq",1866,,1173.525223,53.1,427.86
"kor",1866,,538.4858443,32.1,503.36
"ken",1866,,1049.377008,46.3,507.88
"per",1866,,1362.826225,51.7,371.61
"zmb",1866,,777.9879439,44.7,409.79
