"geo","time","pop","gdp_pc","gini","u5mr"
"tuv",1913,,987.8032419,,
"mac",1913,,1364.181217,,
"vut",1913,,804.8248641,,226.162034
"twn",1913,,1343.002693,,
"cmr",1913,,983.6768624,42.7,448.87
"lbr",1913,,1025.644684,45.9,418.58
"ecu",1913,,1034.549979,44.6,395.96
"kaz",1913,,2915.473263,34,409.69
"rwa",1913,,497.3693212,39.6,409.69
"cod",1913,,772.8530806,42.5,412.23
"com",1913,,780.6707026,43.3,405.91
"srb",1913,,3340.273827,37.4,208.4032953
"qat",1913,,2656.682464,43.2,422.45
"eth",1913,,541.2484682,48.2,436.84
"abw",1913,,1562.389719,,
"blz",1913,,1085.804203,,208.1921035
"lux",1913,,4373.419621,38.2,214.77
"gmb",1913,,884.7445232,46.7,448.87
"aut",1913,,6984.265435,37.1,308.99
"bhr",1913,,2721.526014,39.2,428.96
"nga",1913,,1346.613381,41.6,427.65
"btn",1913,,758.0018582,47.6,421.7154035
"civ",1913,,1276.661042,42.6,417.31
"mar",1913,,852.6034601,36.8,393.5
"mrt",1913,,828.7267949,48.4,397.0701766
"mkd",1913,,1697.486136,38.8,340.9607112
"fji",1913,,1079.057748,44.3,491.3646644
"ssd",1913,,796.9515766,35.74,458.596606
"moz",1913,,416.93348,37,428.96
"bih",1913,,1195.514983,45.5,369.46
"tza",1913,,723.3874878,39.2,404.6831234
"prt",1913,,2317.720711,46.7,260.17
"npl",1913,,903.4024734,41,396.905564
"rou",1913,,3209.954947,30.8,378.64
"ita",1913,,4720.15637,49.5,228.94
"prk",1913,,595.513074,48.8,502.72
"gha",1913,,1190.440285,41,446.9705877
"bra",1913,,1598.303563,28.9,407.15
"cyp",1913,,2569.242249,41.7,244.1
"cri",1913,,2197.089637,45.6,369.46
"sdn",1913,,814.2918596,35.7,414.77
"irl",1913,,4598.696518,40.7,143.7645954
"chn",1913,,935.8201633,40,407.15
"yem",1913,,1207.29442,43.8,527.12
"egy",1913,,1418.073078,42.4,394.72
"col",1913,,1504.154284,57.9,407.15
"mco",1913,,5893.004739,,
"che",1913,,10666.30493,37.8,125.25
"syr",1913,,1710.902182,46,418.58
"hrv",1913,,3311.868751,,357.8
"aze",1913,,1782.075977,43.5,275.6312613
"swz",1913,,769.141481,46.8,403.057871
"syc",1913,,1238.365032,,164.2963277
"ner",1913,,700.8158397,44,422.45
"tur",1913,,2199.634597,48,370.63
"bgd",1913,,1118.398689,38.6,538.2330754
"ind",1913,,1320.062886,31.1,317.13
