"geo","time","pop","gdp_pc","gini","u5mr"
"mng",1922,,712.8575014,47.7,400.82
"kaz",1922,,1262.506829,37.1,359.18
"abw",1922,,1947.255143,,
"com",1922,,787.7286809,41.6,397.12
"ton",1922,,1015.187089,,171.0125173
"lux",1922,,6204.082549,37.3,167.61
"cod",1922,,919.5124731,43.5,403.31
"afg",1922,,867.9593416,39.6,464.1223498
"qat",1922,,2556.699919,43.3,413.31
"rwa",1922,,503.3407114,44.2,402.4558288
"brb",1922,,1961.42713,,304.5154368
"png",1922,,795.0383855,45.2,404.4893868
"aut",1922,,5698.933047,37.2,253.24
"sau",1922,,1044.035045,44.3,397.12
"kwt",1922,,2346.111363,41,478.0498889
"cog",1922,,966.9887707,39.4,390.8848538
"mwi",1922,,356.1270247,40.1,419.2616301
"mli",1922,,626.6732064,47.2,464.9871485
"mar",1922,,1056.402439,37.2,384.1040501
"gmb",1922,,902.4074765,46.6,438.9642058
"and",1922,,4331.792782,,
"mkd",1922,,1701.308695,42.5,315.2240157
"tuv",1922,,1076.475911,,
"prk",1922,,777.738954,48.3,436.48
"fji",1922,,1350.264156,43.6,494.7349625
"cmr",1922,,1071.836159,43.6,439.8883992
"ita",1922,,5431.250141,50.5,205.49
"bih",1922,,1142.348252,45.4,348.93
"prt",1922,,2644.895301,48.7,231.47
"mac",1922,,1734.667719,,
"lbr",1922,,1039.084986,45.7,401.8310531
"ecu",1922,,1354.460507,43.6,388.0155812
"ssd",1922,,962.0928499,41.6,438.9079235
"che",1922,,11258.73184,38.6,87.72
"bra",1922,,1784.565791,36.8,396.8153625
"sdn",1922,,977.5099977,41.6,406.2422177
"srb",1922,,3324.777278,41.1,171.9436584
"cri",1922,,2478.313334,46.4,345.57
"chn",1922,,1021.254401,43.2,398.33
"egy",1922,,1350.155517,44.4,387.8018974
"eth",1922,,549.1545347,50.3,427.38
"gha",1922,,1881.088484,42.7,431.9348181
"hrv",1922,,3315.274827,,332.29
"blz",1922,,1241.15202,,195.2115132
"syr",1922,,1677.79618,45.3,411.4169379
"yem",1922,,1239.619796,44,518.5363025
"irl",1922,,4418.034726,51.3,95.18531272
"tls",1922,,662.1557686,48.6,438.5435446
"are",1922,,2323.327098,44.3,414.6206053
"syc",1922,,1722.82998,,151.7432398
"bhr",1922,,2763.143309,38.2,419.5023236
"bgd",1922,,1170.273357,38.3,504.0258763
"btn",1922,,773.775378,47.5,418.5641379
"bel",1922,,8205.302687,51.4,146.28
"civ",1922,,1431.511205,41.5,407.8344563
"ner",1922,,748.4837419,46.1,413.31
"mrt",1922,,880.0758523,48.6,381.6413646
"nga",1922,,1589.846218,43.4,418.39
"cym",1922,,2898.208131,,
"swe",1922,,5194.757503,53,82.03480165
"npl",1922,,886.0969334,41,387.4477558
"mlt",1922,,1995.898284,,88.06978293
"omn",1922,,1833.365866,42.7,407.5404054
"rou",1922,,2996.307837,29.3,336.63
"sle",1922,,1159.734183,45.9,490.3119674
"moz",1922,,420.3951076,39.1,419.67
"tza",1922,,749.9843477,41.2,396.0244257
"cyp",1922,,2795.051197,41.3,227.87
"bmu",1922,,3412.21421,,
"pak",1922,,1361.69916,43.9,565.0238648
"swz",1922,,881.1999725,46.3,393.27283
"col",1922,,1889.703012,58,255.7491033
"mco",1922,,6860.815479,,
"gab",1922,,443.9240613,48.6,415.85
"dma",1922,,1422.636749,,
"lao",1922,,1102.516173,41.2,399.58
"lva",1922,,1867.332727,40.9,185.45
"aze",1922,,766.7784958,42.7,252.4520848
"lka",1922,,1725.070238,45.8,385.5443932
"nld",1922,,8063.930257,43.7,105.5138234
"nam",1922,,2485.55454,43.8,393.47
"caf",1922,,778.6492602,47.1,425.859145
"fsm",1922,,663.8056356,,201.304159
"aus",1922,,8344.900877,41.4,71.4952208
"ind",1922,,1295.668392,31.2,284.5997424
"plw",1922,,1894.598437,,
"alb",1922,,1553.698879,26.8,358.03
"pan",1922,,2682.700145,41.8,372.1483779
"phl",1922,,2285.562065,47.8,409.3039073
"pry",1922,,2993.913578,41.7,357.1292559
"bwa",1922,,668.2226958,38.4,376.8411838
