"geo","time","pop","gdp_pc","gini","u5mr"
"mng",1898,,677.2630225,48.3,419.66
"afg",1898,,787.6882489,38.9,482.38
"qat",1898,,2138.103975,43,432.73
"rwa",1898,,488.0163807,44.3,419.66
"com",1898,,768.8720139,46.2,415.78
"cod",1898,,726.4122691,42.1,422.26
"lux",1898,,3662.966043,39.7,254.91
"blz",1898,,981.4929098,,231.7727079
"kaz",1898,,2368.96264,39.2,465.37
"abw",1898,,1412.293696,,
"mar",1898,,821.4389606,36,403.07
"btn",1898,,735.9714756,47.9,427.0203234
"mkd",1898,,1426.022994,33.3,382.182638
"mli",1898,,620.4229668,47.2,494.03
"civ",1898,,1202.313031,44.4,427.47
"nga",1898,,1257.855282,38.6,438.06
"mrt",1898,,770.8613051,48,417.05
"gmb",1898,,862.8116939,46.9,459.79
"and",1898,,3120.549015,,
"aut",1898,,5624.929926,36.9,364.1
"moz",1898,,413.3224586,40.1,439.39
"prk",1898,,523.9879381,49.5,499.89
"ssd",1898,,741.3047777,33.78,489.63
"ita",1898,,3404.380979,47.3,290.65
"bih",1898,,1065.052306,45.8,378.45
"rou",1898,,2410.751028,33.4,360.86
"tza",1898,,694.8772012,37.9,414.51
"prt",1898,,2248.960629,42,372.47
"fji",1898,,1025.566803,45.5,498.43
"npl",1898,,809.7315981,41,406.87
"cri",1898,,1858.101054,44.2,393.1
"mco",1898,,4950.872335,,
"sdn",1898,,757.4342829,33.8,424.86
"srb",1898,,2806.094955,32.7,261.86
"irl",1898,,3936.709145,34.7,167.82
"che",1898,,9295.036326,35.9,197.56
"chn",1898,,875.5180702,30.2,417.05
"eth",1898,,538.457654,47.5,447.47
"col",1898,,1180.936146,48.6,417.05
"hrv",1898,,2782.232437,,366.51
"yem",1898,,1157.134254,41.2,539.94
"aze",1898,,1468.580053,44.9,314.203689
"syr",1898,,1494.142718,38.4,428.77
"egy",1898,,1267.716824,36.6,404.32
"swz",1898,,715.4365099,47.8,413.23
"bra",1898,,1270.633535,25.3,417.05
"gha",1898,,744.6314371,39,467.2069454
"bhr",1898,,2639.268962,40.9,439.39
"bel",1898,,6746.364866,49.5,224.04
"pan",1898,,2046.049664,42.7,405.59
"syc",1898,,1166.955663,,187.6155006
"lbn",1898,,2046.283354,39.7,447.47
"ind",1898,,1255.268112,29.6,535.17
"tls",1898,,632.207528,48.8,459.5083122
"slb",1898,,479.0665411,50.2,504.41
"ner",1898,,651.881677,43.3,432.73
"are",1898,,1943.730886,43.6,434.06
"lca",1898,,1133.074426,,250.2577072
"tur",1898,,1954.467336,37.7,379.65
"bgd",1898,,1045.285579,39.1,564.37
"plw",1898,,1096.0748,,
"usa",1898,,6299.082826,50.8,238.58
"omn",1898,,1415.704781,44.2,413.23
"mus",1898,,1373.763839,44.3,310.63
"guy",1898,,2058.932261,39.9,378.2617401
"cym",1898,,1762.147781,,
"swe",1898,,3390.551755,58.5,140.58
"sle",1898,,1072.54615,46,513.44
"mlt",1898,,1601.654923,,121.8905507
"cyp",1898,,2151.873804,42.4,316.67
"caf",1898,,619.7849579,48.7,443.39
"lva",1898,,1560.618584,37.3,263.76
"lao",1898,,1044.014381,38.4,418.36
"est",1898,,1948.750174,34.1,290.1
"nld",1898,,6227.403875,44.2,225.98
"dma",1898,,1124.522809,,
"mhl",1898,,572.2614993,,
"nam",1898,,1735.031522,40.6,411.96
"gin",1898,,529.5482168,36.2,435.6393856
"gab",1898,,395.9845595,45.9,435.39
"bmu",1898,,2081.493853,,
"pak",1898,,1217.994323,40.4,501.4
"lka",1898,,1935.175307,44,409.41
"bwa",1898,,580.5094769,35.6,396.84
"phl",1898,,1113.8726,40.8,431.4
"aus",1898,,6482.792344,38.5,201.61
"irn",1898,,1304.445225,38,505.91
"arm",1898,,857.022814,34.4,326.5430877
"nzl",1898,,6656.441153,38.2,113.71
"ltu",1898,,2639.373058,37.3,313.41
"fsm",1898,,550.3333637,,235.8769546
"eri",1898,,650.900393,48.6,440.72
"pry",1898,,2221.905512,42.4,373.66
"alb",1898,,1125.366634,28.1,374.86
"mdg",1898,,837.0732522,41,436.73
"nru",1898,,808.8621184,,
"vct",1898,,1421.140646,,265.2226394
