"geo","time","pop","gdp_pc","gini","u5mr"
"cpv",1921,,811.6011173,47.8,377.57
"mdg",1921,,1054.617933,43.5,418.15
"dnk",1921,,7031.205726,46.6,91.35382941
"smr",1921,,3349.007871,,
"slv",1921,,2225.993851,41.8,441.4013937
"ben",1921,,992.7349185,43.9,413.4867087
"zmb",1921,,1125.870884,43.5,393.3591837
"zaf",1921,,4843.256404,58.9,381.15
"kor",1921,,816.1770331,32.1,458.9835078
"ken",1921,,1395.182219,54.6,490.290939
"tcd",1921,,749.3024799,44.6,413.05
"gnq",1921,,437.1086709,51.1,427.13
"arg",1921,,6885.754745,45.7,179.05
"vct",1921,,1696.807868,,232.6710775
"lby",1921,,3630.817733,40.2,386.7901881
"bdi",1921,,468.3678343,46.2,405.54
"per",1921,,3109.708927,52.7,354.7808932
"deu",1921,,4969.42774,44.9,212.85
"bfa",1921,,537.7914729,40,435.5050406
"mda",1921,,521.8361219,29.4,249.539827
"mmr",1921,,1274.668274,33.3,414.32
"idn",1921,,1449.478405,46.7,423.0641701
"ukr",1921,,727.3326039,42.4,326.56
"mne",1921,,2571.391024,41.1,349.79
"svk",1921,,3565.872963,45.8,265.97
"gnb",1921,,844.8535228,52.4,399.31
"dza",1921,,2417.713791,38.7,441.5609485
"bol",1921,,2228.46887,36.9,386.7566289
"nor",1921,,4896.828228,45.6,71.7002
"tun",1921,,1239.786121,37.2,440.23
"hnd",1921,,2381.757864,42.7,375.8187587
"uga",1921,,741.1893934,43.6,487.7667577
"gbr",1921,,7419.718121,42.2,113.9479462
"hkg",1921,,2336.631537,,
"tkm",1921,,899.4428213,42.2,344.382045
"dom",1921,,1254.942968,43.1,414.3506211
"sur",1921,,3464.19087,37.3,388.34
"wsm",1921,,2122.70415,,274.1261204
"lso",1921,,420.6131583,51.5,385.0011508
"isr",1921,,1066.508147,44.9,238.4995302
"blr",1921,,535.2104793,35.5,227.53
"svn",1921,,3419.257817,41,335.31
"rus",1921,,1363.671885,35.5,264.572989
"kna",1921,,2405.401178,,
"tjk",1921,,479.9133506,46.7,291.8465045
"pri",1921,,2719.22026,,
"stp",1921,,1066.46414,,266.7789653
"jam",1921,,1276.871852,40.8,318.4310518
"dji",1921,,1356.168371,43.3,425.83
"sen",1921,,924.3081757,42.2,490.3940174
"esp",1921,,3497.390052,35.7,290.1583443
"hti",1921,,1775.17306,43.1,461.6527765
"tha",1921,,1309.53529,45,419.1460321
"hun",1921,,3249.843772,32,313.1395799
"tto",1921,,2437.98828,43.9,224.3051822
"fra",1921,,4325.685687,58.8,149.1500108
"nic",1921,,2927.596153,49.9,502.4228779
"brn",1921,,2135.677513,,349.79
"pse",1921,,1218.018397,44.8,415.0688935
"isl",1921,,2762.242142,,93.1836683
"atg",1921,,1726.269034,,177.3194455
"bhs",1921,,3604.461563,,164.9266309
"vnm",1921,,1140.312006,42.9,399.31
"grl",1921,,1358.581164,,
"kir",1921,,764.4416785,,291.0201098
"ven",1921,,1738.623083,43.8,379.1794191
"can",1921,,5587.082871,41.4,143.8614389
"khm",1921,,1052.161448,45.9,363.5
"chl",1921,,3495.416933,73.6,451.5101188
"grc",1921,,4158.883638,40.4,93.57656093
"kgz",1921,,1334.129139,41.8,312.7354446
"fin",1921,,3163.711231,41.9,140.25
"gtm",1921,,2105.161926,40.9,480.5551068
"ury",1921,,6655.230905,55.1,162.1718022
"ton",1921,,1003.984171,,172.3597198
"rwa",1921,,502.5680231,43.7,403.1765577
"com",1921,,786.9842616,41.8,398.09
"afg",1921,,862.4272535,39.8,465.1311832
"mng",1921,,707.8353335,47.7,401.81
"qat",1921,,2425.636836,43.3,414.32
"brb",1921,,1931.845894,,652.0359678
"cod",1921,,902.2110055,43.4,404.3
"png",1921,,789.6444112,44.9,405.4879187
"ago",1921,,1284.234497,47.9,464.6
"and",1921,,4258.253663,,
"mkd",1921,,1675.436106,42.1,317.9849196
"sau",1921,,1040.159179,44.3,398.09
"cog",1921,,944.9181508,39.4,391.5806071
"mys",1921,,1848.570905,41,416.825233
"jor",1921,,1922.354666,42.5,402.4489222
"gmb",1921,,899.300079,46.6,440.0747907
"zwe",1921,,1005.394853,41.1,378.8019446
"pol",1921,,3331.080922,27,304.0529787
"kwt",1921,,2368.346536,41.1,479.0309143
"jpn",1921,,2723.331573,52,286.660662
"mwi",1921,,356.1597282,39.9,420.7
"mli",1921,,625.8393918,47.2,469.5561268
"mar",1921,,1029.267413,37.2,385.1982404
"fji",1921,,1316.675642,43.7,494.3899779
"mac",1921,,1687.402579,,
"vut",1921,,886.859308,,216.4513161
"twn",1921,,1615.121888,,
"ita",1921,,5217.662315,50.4,219.9
"prt",1921,,2386.194529,48.5,238.82
"cmr",1921,,1060.446805,43.5,440.887969
"ecu",1921,,1307.350412,43.7,388.8775274
"tuv",1921,,1065.845672,,
"lbr",1921,,1042.090732,45.7,403.7855786
"ssd",1921,,938.6059422,40.95,441.0495441
"yem",1921,,1235.525424,43.9,519.2466101
"lux",1921,,5962.847431,37.4,160.9
"kaz",1921,,1086.842589,36.7,364.67
"irl",1921,,4295.127876,50.1,106.3580505
"eth",1921,,548.0662169,50.1,428.43
"abw",1921,,1899.48179,,
"hrv",1921,,3266.851631,,341.93
"blz",1921,,1223.160679,,196.6128797
"gha",1921,,1580.07457,42.5,433.5884012
"srb",1921,,3285.542017,40.7,175.6572128
"nga",1921,,1559.20532,43.2,419.42
"bgd",1921,,1132.637449,38.4,506.7156302
"btn",1921,,771.1387454,47.5,418.9131125
"civ",1921,,1412.754357,41.6,408.8971701
"ner",1921,,741.5610638,45.9,414.32
"are",1921,,2204.675535,44.2,415.6203526
