"geo","time","pop","gdp_pc","gini","u5mr"
"mys",1817,,999.8200953,25.3,435.79
"mar",1817,,716.5868466,57.7,403.44
"gmb",1817,,821.3333787,45.4,460.21
"fra",1817,,1864.627262,59,283.46
"ago",1817,,665.3866605,48.9,485.68
"kwt",1817,,1169.27231,44.6,500.35
"jpn",1817,,1074.817192,53.2,363.32
"bhs",1817,,1448.729964,,406.4661725
"jor",1817,,978.7305657,39.8,421.34
"zwe",1817,,886.8103289,34.6,395.95
"png",1817,,547.635743,25.8,423.95
"and",1817,,1234.768387,,
"brn",1817,,1515.720015,,454.69
"cog",1817,,603.0692922,51.1,408.51
"sen",1817,,498.3682621,45.9,512.4
"sau",1817,,855.739937,45.3,416.16
"pol",1817,,1293.943295,34.5,369.21
"mwi",1817,,350.7970125,45.7,439.79
"mli",1817,,604.1304737,47.2,494.48
"ssd",1817,,508.5166267,33.78,490.08
"tuv",1817,,720.345693,,
"mac",1817,,994.8155891,,
"twn",1817,,998.3408795,,
"ecu",1817,,530.5610775,39.7,405.96
"cmr",1817,,627.6617733,56.2,460.21
"vut",1817,,586.9105302,,387.4709545
"lbr",1817,,798.9124005,39.7,429.16
"qat",1817,,1169.27231,44.6,433.13
"kaz",1817,,1163.04153,43.3,497.41
"cod",1817,,519.77074,42.1,422.65
"eth",1817,,523.8994735,47.5,447.88
"srb",1817,,1361.236323,32.5,374
"lux",1817,,1456.347518,28.5,357.45
"abw",1817,,834.8365431,,
"blz",1817,,580.1811268,,413.7059053
"mkd",1817,,691.763582,32.5,394.2248434
"nga",1817,,877.5704359,54.9,438.46
"btn",1817,,630.991845,47,456.8415347
"civ",1817,,869.4950172,38.1,427.86
"ner",1817,,447.1746054,43.3,433.13
"are",1817,,1062.974827,44.7,434.46
"mrt",1817,,528.7916689,49.2,417.44
"aut",1817,,1978.680549,53.4,292.6
"bhr",1817,,1328.711131,44.4,439.79
"ita",1817,,2316.111929,60.5,454.69
"bih",1817,,670.2026179,29.9,378.8
"rou",1817,,817.5399709,47.8,371.61
"npl",1817,,655.7889606,41,407.24
"moz",1817,,394.3229807,45.2,439.79
"tza",1817,,563.4714134,37.6,414.89
"prk",1817,,568.8516464,45.9,500.35
"prt",1817,,1688.847476,55.1,372.81
"fji",1817,,786.8921341,47.3,498.88
"irl",1817,,1450.693571,44.6,348.22
"chn",1817,,985.2264662,44.2,417.44
"bra",1817,,1111.61144,40.1,417.44
"col",1817,,965.1527965,58.9,417.44
"che",1817,,2707.964193,41.7,344.77
"cri",1817,,776.948926,48.8,441.12
"pak",1817,,1019.227162,28.7,501.85
"syr",1817,,1083.789223,57.7,429.16
"yem",1817,,920.0846396,57.7,540.44
"aze",1817,,778.0273137,34.3,370.8673328
"egy",1817,,792.8501678,57.7,404.69
"mco",1817,,1992.85934,,
"swz",1817,,490.7716389,58.3,413.61
"nld",1817,,3777.935889,56.3,323.5
"hrv",1817,,,,366.84
"sdn",1817,,519.5810659,33.8,425.25
"cyp",1817,,855.5569548,31.6,339.12
"gha",1817,,705.3863033,58.4,471.38
"slb",1817,,363.9238074,46.1,504.87
"lbn",1817,,1096.613144,57.7,447.88
"bel",1817,,2418.459228,62.4,321.31
"pan",1817,,849.2554912,55.9,405.96
"tls",1817,,538.7832548,33.9,447.8491679
"ind",1817,,1050.418159,32.8,509.39
"bwa",1817,,398.2150525,35.6,397.2
"plw",1817,,840.9911822,,
"ltu",1817,,1295.799447,48.9,458.81
"bgd",1817,,874.7031361,41.8,507.88
"syc",1817,,846.6970109,,384.3066604
"tur",1817,,1224.283438,57.7,379.99
"lca",1817,,876.6006917,,413.5451247
"guy",1817,,1217.078215,38.2,429.16
"cub",1817,,1052.415623,37.5,386.1
"tgo",1817,,684.1721677,37.8,426.55
"swe",1817,,1449.347522,67.5,276.06
"sle",1817,,735.7399639,57.4,513.91
"mus",1817,,942.3678014,39.2,427.86
"mlt",1817,,783.4378015,,365.0295696
"sgp",1817,,1023.943478,41,456.05
"omn",1817,,917.7746368,44.9,413.61
"nru",1817,,555.2591469,,
"usa",1817,,2252.431759,66.6,457.187
"cym",1817,,1041.64266,,
"gin",1817,,451.3157888,32.7,447.88
"gab",1817,,391.2535379,45.9,435.79
"nam",1817,,541.5264006,52.6,412.34
"bmu",1817,,1230.414847,,
"lka",1817,,900.3192007,48,409.79
"dma",1817,,664.7291123,,
"caf",1817,,425.157055,45.2,443.79
"lao",1817,,866.6995261,38.4,418.74
"est",1817,,956.7383402,48.9,362.15
"grd",1817,,960.949317,,416.8330099
"lva",1817,,766.1852471,48.9,404.69
"mhl",1817,,544.6640224,,
"uzb",1817,,503.5409533,44.4,381.0804738
"arm",1817,,514.9890982,29.1,363.0373975
"fsm",1817,,523.2685589,,402.7134102
"nzl",1817,,660.1495273,38.2,390.99
"mdv",1817,,844.6338471,,446.4527326
"alb",1817,,669.0816449,41.2,375.2
"phl",1817,,964.5708693,32.5,431.79
"aus",1817,,847.1193056,41.3,390.99
"pry",1817,,837.1945653,53.5,374
"eri",1817,,533.3535545,45.7,441.12
"irn",1817,,979.607612,57.7,506.38
"geo",1817,,544.3046388,29.7,382.9286599
"irq",1817,,972.2048876,57.7,427.86
"cpv",1817,,530.5488122,50.1,394.71
"gnq",1817,,363.6729049,46.3,446.51
"ben",1817,,598.1491583,48,430.46
"zmb",1817,,691.1238458,39.9,409.79
"kor",1817,,565.9129397,32.1,503.36
"ken",1817,,900.2042622,46.3,507.88
"arg",1817,,1511.198423,47.1,402.19
"tcd",1817,,419.183923,50.6,431.79
"dnk",1817,,2077.206438,61,360.97
"smr",1817,,1444.996962,,
"mdg",1817,,574.2114166,41,437.13
"lby",1817,,1052.420853,44.4,404.69
"zaf",1817,,1483.40838,35.9,398.45
"deu",1817,,1847.424321,53,340.25
"per",1817,,1206.854192,57.4,371.61
"slv",1817,,976.8461892,51.2,461.6
"vct",1817,,840.0661615,,420.6157481
"bfa",1817,,480.8254991,37.5,454.69
"nor",1817,,1313.325178,43.7,329.04
"tun",1817,,717.5392637,57.7,460.21
"mda",1817,,622.5671247,47.8,384.4628519
"mne",1817,,1060.099226,32.5,375.2
"mmr",1817,,842.1921174,30.5,433.13
"gnb",1817,,779.0983801,49.8,417.44
"idn",1817,,996.8523955,51.7,443.79
"bol",1817,,855.765976,36.9,404.69
"ukr",1817,,778.5121948,45.6,360.97
"bgr",1817,,1091.71583,47.8,362.15
"svk",1817,,1430.370901,34.9,363.32
"mex",1817,,1382.507016,40.1,487.15
"dza",1817,,731.9811101,57.7,460.21
"som",1817,,704.90841,50.9,451.96
"kna",1817,,1167.441265,,
"hkg",1817,,1009.337642,,
"cze",1817,,1920.232251,34.9,379.99
"tkm",1817,,962.0368188,41.4,493.5165134
"sur",1817,,1640.473693,33.9,405.96
"tca",1817,,487.7919734,,
"wsm",1817,,1403.707843,,436.5421415
"lso",1817,,396.8937734,55.2,407.24
"dom",1817,,668.6965996,41.3,445.15
"gbr",1817,,3348.292737,59.3,312.61
"blr",1817,,613.4303737,57.9,365.67
"hnd",1817,,676.2626398,58.4,393.46
"svn",1817,,1412.164213,27.7,360.97
"rus",1817,,1459.220452,57.9,418.74
"nic",1817,,975.5697828,54,509.39
"pri",1817,,1378.696989,,
"jam",1817,,1173.306412,39.1,389.77
"pse",1817,,1223.511116,36,435.0383535
"atg",1817,,758.6891189,,412.5422026
"hti",1817,,634.9285707,42.2,486.2196368
"isl",1817,,928.6817975,,412.34
"dji",1817,,793.5763939,42.3,445.15
"stp",1817,,877.4787715,,417.5549807
"hun",1817,,1252.325965,47.4,368.01
"tto",1817,,1233.262341,44.5,405.96
"tjk",1817,,559.8803644,47.4,367.3588738
"esp",1817,,1521.680107,38,450.6
"tha",1817,,933.8079827,47.4,438.46
"bdi",1817,,424.6389192,43.7,423.95
"khm",1817,,905.7582955,39.9,379.99
"gtm",1817,,859.2537157,35.3,503.36
"ury",1817,,1762.363968,48.1,405.96
"fin",1817,,1283.193,50.6,364.49
"ven",1817,,683.703908,43.5,414.89
"kir",1817,,559.3168901,,425.7917562
"can",1817,,1463.185513,45.1,333.47
"chl",1817,,1028.946948,47.1,417.44
"grl",1817,,394.3006635,,
"vnm",1817,,863.1717435,40.4,417.44
"kgz",1817,,509.3925702,46,381.4828787
"grc",1817,,1412.255268,49.9,360.97
"afg",1817,,604.2133969,30.5,471.38
"isr",1817,,881.7043017,44.9,447.8349516
"rwa",1817,,440.4297189,59,420.04
"com",1817,,708.1127363,36.3,416.16
"ton",1817,,664.2070717,,389.81205
"brb",1817,,915.7865768,,498.7129385
"mng",1817,,593.5842345,36.1,420.04
"uga",1817,,464.958303,41,510.9
