"geo","time","pop","gdp_pc","gini","u5mr"
"usa",1809,,2218.49534,66.6,461.153
"cym",1809,,1040.39866,,
"swe",1809,,1266.319282,67.5,365.9
"sle",1809,,734.8612935,58.7,513.91
"mus",1809,,941.2423621,38.6,427.86
"mlt",1809,,782.5021672,,406.7951353
"guy",1809,,1215.624698,38.2,429.16
"omn",1809,,916.6785684,45,413.61
"gab",1809,,390.7862765,45.9,435.79
"est",1809,,947.6629882,48.9,362.15
"pak",1809,,1020.13078,28.7,501.85
"gin",1809,,450.776797,32.7,449.24
"mhl",1809,,542.0073618,,
"nam",1809,,540.8796732,52.6,412.34
"dma",1809,,663.9352479,,
"cyp",1809,,854.535191,30.4,339.12
"caf",1809,,424.6493037,45.2,443.79
"lao",1809,,865.664455,38.4,418.74
"bmu",1809,,1228.945403,,
"lka",1809,,899.2439788,48,409.79
"lva",1809,,758.9174283,48.9,404.69
"nld",1809,,3429.739699,56.3,323.5
"alb",1809,,668.2825824,41.2,375.2
"bwa",1809,,397.7394772,35.6,397.2
"aus",1809,,831.6545397,41.3,390.99
"eri",1809,,532.7165877,45.4,441.12
"irn",1809,,978.3793963,57.7,506.38
"fsm",1809,,520.6647044,,424.5612434
"pry",1809,,836.194731,54.7,374
"nzl",1809,,659.3611321,38.2,390.99
"ltu",1809,,1283.507857,48.9,458.81
"arm",1809,,514.3740635,29.1,366.8560188
"phl",1809,,963.4189136,32.5,431.79
"mdg",1809,,573.5256546,41,437.13
"nru",1809,,554.596019,,
"cub",1809,,959.1505864,37,398.45
"per",1809,,1205.412885,57.4,371.61
"zmb",1809,,677.8897534,39.9,409.79
"tgo",1809,,683.3550831,37.8,426.55
"ken",1809,,877.9442768,46.3,507.88
"arg",1809,,1509.393648,47.1,402.19
"irq",1809,,971.0438149,57.7,427.86
"cpv",1809,,529.9151949,50.3,394.71
"tcd",1809,,418.6833052,50.6,431.79
"smr",1809,,1424.290008,,
"deu",1809,,1746.424593,53,340.25
"sgp",1809,,1022.720616,41,456.05
"vct",1809,,839.0628978,,440.2159455
"bfa",1809,,480.2512648,37.5,454.69
"kor",1809,,570.5187603,32.1,503.36
"dza",1809,,724.1882394,57.7,460.21
"som",1809,,699.5171176,50.9,451.96
"svk",1809,,1428.662656,34.9,363.32
"mex",1809,,1380.855933,40.1,487.15
"nor",1809,,1296.666071,43.7,335.73
"tun",1809,,716.6823298,57.7,460.21
"uzb",1809,,502.9395907,44.4,381.2496203
"mda",1809,,621.7935511,47.8,390.2200443
"ukr",1809,,771.1274461,45.6,360.97
"bgr",1809,,1090.412029,47.8,365.67
"mmr",1809,,841.1863148,30.5,433.13
"idn",1809,,995.6618871,51.7,443.79
"grd",1809,,959.8016864,,442.0820884
"gnb",1809,,778.1679283,49.8,417.44
"bol",1809,,854.7439625,36.9,404.69
"mne",1809,,1058.833184,31.4,375.2
"hkg",1809,,1008.132223,,
"hnd",1809,,675.4550013,60,393.46
"gbr",1809,,3400.56238,59.3,314.78
"blr",1809,,610.7876703,57.9,365.67
"cze",1809,,1917.93898,34.9,379.99
"svn",1809,,1410.477711,27.7,360.97
"rus",1809,,1445.378695,57.9,418.74
"dom",1809,,667.897997,40.7,445.15
"kna",1809,,1166.047028,,
"tkm",1809,,952.9112069,41.4,495.5838702
"mdv",1809,,843.6251284,,451.9614288
"sur",1809,,1638.514528,33.1,405.96
"geo",1809,,543.6545935,29.7,389.3948868
"tca",1809,,487.2094193,,
"wsm",1809,,1402.031441,,452.4498654
"slv",1809,,975.6795736,52,461.6
"bdi",1809,,421.5020274,43.7,423.95
"tto",1809,,1231.789496,44.7,405.96
"tjk",1809,,558.1995085,47.4,373.919335
"gnq",1809,,359.8319895,45.7,446.51
"ben",1809,,597.4348082,48,430.46
"pse",1809,,1222.049916,35,435.114415
"jam",1809,,1171.90517,39.1,389.77
